Welcome to the profile statistics browser.
cProfiled.rmm.pool% cProfiled.rmm.pool% Wed May 11 16:21:45 2022    cProfiled.rmm.pool

         11575143 function calls (11544055 primitive calls) in 75.363 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    15236    0.008    0.000    0.008    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/linalg/_product.py:338(<listcomp>)
    28392    0.008    0.000    0.008    0.000 {method 'group' of 're.Match' objects}
      522    0.008    0.000    0.020    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/iolib/table.py:702(format)
2313/2300    0.007    0.000    1.210    0.001 <frozen importlib._bootstrap>:558(module_from_spec)
 2696/656    0.007    0.000    4.762    0.007 <frozen importlib._bootstrap>:1033(_handle_fromlist)
      201    0.007    0.000    0.026    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/configparser.py:1320(__init__)
      198    0.007    0.000    0.012    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/enum.py:221(<setcomp>)
     1896    0.007    0.000    0.365    0.000 <frozen importlib._bootstrap_external>:645(_compile_bytecode)
     5690    0.007    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
    10547    0.007    0.000    0.007    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/_core/syncdetect.py:23(_is_allowed)
        1    0.007    0.007    0.007    0.007 {method 'close' of '_io.TextIOWrapper' objects}
       34    0.007    0.000    0.009    0.000 {cudf._lib.reduce.reduce}
    17136    0.007    0.000    0.007    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/linalg/_einsum.py:267(<genexpr>)
     1165    0.007    0.000    0.007    0.000 {built-in method _abc._abc_init}
     5068    0.007    0.000    0.271    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
    10491    0.007    0.000    0.009    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/sre_parse.py:164(__getitem__)
    17139    0.007    0.000    0.007    0.000 {method 'index' of 'list' objects}
     3139    0.007    0.000    0.156    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/re.py:289(_compile)
     4800    0.007    0.000    0.014    0.000 <__array_function__ internals>:2(empty_like)
     2982    0.006    0.000    0.007    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/enum.py:462(__setattr__)
     1897    0.006    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
    11988    0.006    0.000    0.006    0.000 {method 'endswith' of 'str' objects}
     3811    0.006    0.000    0.209    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/_statistics/meanvar.py:140(mean)
     4800    0.006    0.000    0.006    0.000 {method 'rand' of 'numpy.random.mtrand.RandomState' objects}
      388    0.006    0.000    0.055    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/_lib/_util.py:343(getfullargspec_no_self)
     5712    0.006    0.000    0.006    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/linalg/_einsum.py:665(<listcomp>)
     3803    0.006    0.000    0.051    0.000 <__array_function__ internals>:2(diff)
       45    0.006    0.000    0.006    0.000 {method 'read' of '_io.TextIOWrapper' objects}
     2305    0.006    0.000    0.022    0.000 <frozen importlib._bootstrap_external>:1509(_get_spec)
        1    0.006    0.006    0.006    0.006 {pyarrow._s3fs.initialize_s3}
 1803/502    0.006    0.000    0.007    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/sre_parse.py:174(getwidth)
     5712    0.006    0.000    0.007    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/_core/_gufuncs.py:66(<listcomp>)
     2635    0.005    0.000    0.028    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
     5712    0.005    0.000    0.005    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/_core/_gufuncs.py:302(<listcomp>)
    24865    0.005    0.000    0.005    0.000 {method 'lstrip' of 'str' objects}
     2299    0.005    0.000    0.045    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
     2397    0.005    0.000    0.008    0.000 <frozen importlib._bootstrap>:185(cb)
     5712    0.005    0.000    0.005    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/_core/_gufuncs.py:324(<listcomp>)
     4196    0.005    0.000    0.050    0.000 <frozen importlib._bootstrap>:385(cached)
     2397    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap>:58(__init__)
    22711    0.005    0.000    0.005    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/abstract.py:95(key)
    10420    0.005    0.000    0.006    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/version.py:81(__eq__)
     7263    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap>:878(__exit__)
     4198    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap>:398(parent)
     7590    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
     2090    0.005    0.000    0.060    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/__init__.py:2026(try_parse)
    11002    0.005    0.000    0.006    0.000 {built-in method builtins.issubclass}
     1965    0.005    0.000    0.031    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2268(any)
     5712    0.005    0.000    0.005    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/_core/_gufuncs.py:437(<listcomp>)
    14911    0.005    0.000    0.005    0.000 {built-in method _imp.acquire_lock}
    11426    0.005    0.000    0.005    0.000 {method 'copy' of 'list' objects}
    15236    0.005    0.000    0.005    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/linalg/_product.py:339(<listcomp>)
     4056    0.005    0.000    0.021    0.000 <__array_function__ internals>:2(dot)
     5712    0.004    0.000    0.004    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/_core/_gufuncs.py:438(<listcomp>)
     2413    0.004    0.000    0.037    0.000 <frozen importlib._bootstrap>:156(__enter__)
     9138    0.004    0.000    0.007    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/tqdm/utils.py:330(<genexpr>)
     7263    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap>:874(__enter__)
     1896    0.004    0.000    0.004    0.000 {built-in method _imp._fix_co_filename}
    14911    0.004    0.000    0.004    0.000 {built-in method _imp.release_lock}
     3173    0.004    0.000    0.023    0.000 <frozen importlib._bootstrap_external>:1346(_path_importer_cache)
     4510    0.004    0.000    0.270    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
  650/205    0.004    0.000    0.083    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/sre_parse.py:435(_parse_sub)
     1928    0.004    0.000    0.031    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/__init__.py:2081(dist_factory)
      200    0.004    0.000    0.006    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/emcee/backends/backend.py:214(save_step)
      804    0.004    0.000    0.183    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/__init__.py:2132(distributions_from_metadata)
  1069/99    0.004    0.000    4.936    0.050 {built-in method builtins.__import__}
20917/20396    0.004    0.000    0.005    0.000 {built-in method builtins.hash}
  1880/33    0.004    0.000    0.009    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/copy.py:128(deepcopy)
     1897    0.004    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
    11188    0.004    0.000    0.004    0.000 {method 'items' of 'dict' objects}
     2647    0.004    0.000    0.014    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typeconv/castgraph.py:39(insert)
        4    0.004    0.001    0.006    0.002 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/constants/_codata.py:1498(parse_constants_2002to2014)
     2648    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:351(__init__)
     2384    0.004    0.000    0.617    0.000 <frozen importlib._bootstrap_external>:1415(find_spec)
     1008    0.004    0.000    0.024    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/emcee/moves/de_snooker.py:38(<listcomp>)
      402    0.004    0.000    0.006    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/pathlib.py:64(parse_parts)
      522    0.004    0.000    0.008    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/iolib/table.py:676(alignment)
   3477/9    0.004    0.000   11.589    1.288 <frozen importlib._bootstrap>:220(_call_with_frames_removed)
     2709    0.004    0.000    0.005    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/enum.py:44(_is_private)
      402    0.004    0.000    0.067    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/__init__.py:2591(from_location)
      236    0.004    0.000    0.041    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pyarrow/compute.py:86(_decorate_compute_function)
     5712    0.004    0.000    0.004    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/linalg/_einsum.py:375(<listcomp>)
     1965    0.004    0.000    0.041    0.000 <__array_function__ internals>:2(any)
      104    0.004    0.000    0.184    0.002 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/stats/_distn_infrastructure.py:1723(__init__)
    13229    0.003    0.000    0.003    0.000 {built-in method posix.fspath}
      643    0.003    0.000    0.010    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/emcee/state.py:30(__init__)
     6527    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
    10101    0.003    0.000    0.003    0.000 {method '__exit__' of '_thread.lock' objects}
     1897    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
     6818    0.003    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/version.py:271(<genexpr>)
       50    0.003    0.000    0.565    0.011 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/cuda/compiler.py:467(_compile_with_cache_cuda)
        5    0.003    0.001    0.003    0.001 {method 'readline' of '_io.BufferedReader' objects}
      677    0.003    0.000    0.008    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/typing.py:137(_type_check)
     1897    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:35(_new_module)
      201    0.003    0.000    0.036    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/configparser.py:601(__init__)
      201    0.003    0.000    0.007    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/configparser.py:996(_read)
     1044    0.003    0.000    0.007    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/iolib/table.py:652(_get_fmt)
     1897    0.003    0.000    0.023    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
      201    0.003    0.000   63.688    0.317 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/emcee/ensemble.py:251(sample)
    10117    0.003    0.000    0.003    0.000 {built-in method _thread.get_ident}
      565    0.003    0.000    0.008    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/inspect.py:1840(_signature_bound_method)
       54    0.003    0.000    0.028    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/iolib/table.py:576(as_string)
      187    0.003    0.000    0.003    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     2314    0.003    0.000    0.032    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/re.py:203(sub)
  558/361    0.003    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
      470    0.003    0.000    0.006    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/version.py:293(__str__)
     1016    0.003    0.000    0.096    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/core/mixins/mixin_factory.py:77(_should_define_operation)
     1929    0.003    0.000    0.006    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/typing.py:713(__setattr__)
      402    0.003    0.000    0.006    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/__init__.py:675(add)
     5712    0.003    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/linalg/_einsum.py:378(<listcomp>)
     3808    0.003    0.000    0.003    0.000 {built-in method cupy._core._fusion_thread_local.is_fusing}
     2016    0.003    0.000    0.032    0.000 <__array_function__ internals>:2(norm)
     2413    0.003    0.000    0.013    0.000 <frozen importlib._bootstrap>:160(__exit__)
        6    0.003    0.000    0.007    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/misc/findlib.py:57(<listcomp>)
      200    0.003    0.000    0.045    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/tqdm/std.py:1212(update)
       68    0.003    0.000    0.003    0.000 {built-in method cupy._core._kernel.create_ufunc}
     2066    0.003    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/functools.py:65(wraps)
      138    0.003    0.000    0.013    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/inspect.py:1129(getfullargspec)
      653    0.003    0.000    0.004    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/posixpath.py:150(dirname)
      236    0.003    0.000    0.020    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pyarrow/compute.py:195(_make_signature)
     2711    0.003    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/enum.py:22(_is_dunder)
      475    0.003    0.000    0.003    0.000 {method 'randn' of 'numpy.random.mtrand.RandomState' objects}
        1    0.003    0.003    0.004    0.004 {cudf._lib.stream_compaction.drop_nulls}
      981    0.003    0.000    0.004    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/inspect.py:494(unwrap)
       11    0.002    0.000    0.005    0.000 {method 'get' of 'cupy._core.core.ndarray' objects}
     1165    0.002    0.000    0.036    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/abc.py:105(__new__)
      302    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1475(__init__)
     8953    0.002    0.000    0.002    0.000 {built-in method unicodedata.east_asian_width}
     4669    0.002    0.000    0.004    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/posixpath.py:41(_get_sep)
      643    0.002    0.000    0.002    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/emcee/ensemble.py:492(<listcomp>)
    10302    0.002    0.000    0.002    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/inspect.py:2560(kind)
      302    0.002    0.000    0.129    0.000 <frozen importlib._bootstrap_external>:1565(_fill_cache)
      646    0.002    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/core/shape_base.py:81(atleast_2d)
     5692    0.002    0.000    0.002    0.000 {built-in method from_bytes}
     2709    0.002    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/enum.py:33(_is_sunder)
     3673    0.002    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/inspect.py:2830(<genexpr>)
     2647    0.002    0.000    0.007    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typeconv/castgraph.py:48(get)
      127    0.002    0.000    0.031    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/stats/_distn_infrastructure.py:714(_construct_argparser)
      433    0.002    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/functions.py:245(__init__)
     5712    0.002    0.000    0.002    0.000 {cupy._core._accelerator.get_routine_accelerators}
      612    0.002    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/compat/_inspect.py:65(getargs)
3011/2995    0.002    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/abstract.py:120(__eq__)
     4609    0.002    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/sre_parse.py:249(match)
      296    0.002    0.000    0.011    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/typing.py:739(__init__)
     4758    0.002    0.000    0.005    0.000 {method 'add' of 'set' objects}
     2384    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:811(find_spec)
     5712    0.002    0.000    0.002    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/linalg/_einsum.py:376(<listcomp>)
      301    0.002    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:1333(_path_hooks)
        1    0.002    0.002    0.026    0.026 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/__init__.py:1(<module>)
     2413    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:152(__init__)
      370    0.002    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/tqdm/utils.py:222(_is_ascii)
     2930    0.002    0.000    0.003    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/sre_parse.py:172(append)
      127    0.002    0.000    0.117    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/stats/_distn_infrastructure.py:795(_construct_doc)
